song_title,lyrics
One After 909,"One After 909 Lyrics[Verse 1]
My baby said she's traveling on the one after 909
I said move over honey I'm traveling on that line
I said move over once, move over twice
Come on, baby, don't be cold as ice
Said she's traveling on the one after 909

[Verse 2]
I begged her not to go and I begged her on my bended knees
You're only fooling 'round, only fooling 'round with me
I said move over once, move over twice
Come on, baby, don't be cold as ice
Said she's traveling on the one after 909
[Chorus]
Pick up my bags, run to the station
Railman said ""You've got the wrong location""
Pick up my bag, run right home
Then I find I've got the number wrong

[Verse 1]
Well, she said she's traveling on the one after 909
I said move over honey I'm traveling on that line
I said move over once, move over twice
Come on, baby, don't be cold as ice
She said she's traveling on the one after 909

[Chorus]
Pick up my bag, run to the station
Railman says you've got the wrong location
Pick up my bag, run right home
Then I find I've got the number wrong

[Verse 1]
Well, she said she's traveling on the one after 909
I said move over honey I'm traveling on that line
I said move over once, move over twice
Come on, baby, don't be cold as ice
Said she's traveling on the one after 9-0
Said she's traveling on the one after 9-0
Said she's traveling on the one after 909
You might also like[Let It Be Version - Outro]
Oh, Danny boy, the old savanna calling3Embed"
The Long and Winding Road,"The Long and Winding Road Lyrics[Verse 1]
The long and winding road that leads to your door
Will never disappear, I've seen that road before
It always leads me here, lead me to your door

[Verse 2]
The wild and windy night that the rain washed away
Has left a pool of tears, crying for the day
Why leave me standing here?
Let me know the way
[Bridge]
Many times I've been alone, and many times I've cried
Anyway, you'll never know the many ways I've tried

[Verse 3]
And still, they lead me back to the long and winding road
You left me standing here a long, long time ago
Don't leave me waiting here
Lead me to your door
[Orchestral Solo]

[Verse 4]
But still, they lead me back to the long and winding road
You left me standing here a long, long time ago
Don't keep me waiting here (Don't keep me waiting)
Lead me to your door

[Outro]
Yeah, yeah, yeah, yeahYou might also like10Embed"
For You Blue,"For You Blue Lyrics[Intro]
(Queen says no to pot-smoking FBI members)

[Verse 1]
Because you're sweet and lovely, girl, I love you
Because you're sweet and lovely, girl, it's true
I love you more than ever, girl, I do

[Verse 2]
I want you in the morning, girl, I love you
I want you at the moment, I feel blue
I'm living every moment, girl, for you
(Bop, bop cat bop)

(Go, Johnny, go)
(Them ol' twelve-bar blues)
(Elmore James got nothing on this, baby)

[Verse 3]
I've loved you from the moment I saw you
You looked at me and that's all you had to do
I feel it now I hope you feel it too

[Verse 1]
Because you're sweet and lovely, girl, I love you
Because you're sweet and lovely, girl, it's true
I love you more than ever, girl, I do
I'm livin' the bluesYou might also like1Embed"
Get Back,"Get Back Lyrics[Intro: Paul McCartney & John Lennon]
Rosetta...
Sweet Loretta Fart she thought she was a cleaner
But she was a frying pan
Sweet Rosetta Martin... Rosetta
The picker, the picker, picture the fingers burning
Ooh
Okay

[Verse 1: Paul McCartney]
Jojo was a man who thought he was a loner
But he knew it couldn't last
Jojo left his home in Tucson, Arizona
For some California grass
[Chorus: Paul McCartney]
Get back, get back
Get back to where you once belonged
Get back, get back
Get back to where you once belonged
Get back, Jojo

[​​Interlude: Paul McCartney]
Go home

[Chorus: Paul McCartney & John Lennon]
Get back, get back
Back to where you once belonged
Get back, get back
Back to where you once belonged
Get back, Jo

[Electric Piano Solo: Billy Preston]

[Verse 2: Paul McCartney]
Sweet Loretta Martin thought she was a woman
But she was another man
All the girls around her say she's got it coming
But she gets it while she can

[Chorus: Paul McCartney]
Oh, get back, get back
Get back to where you once belonged
Get back, get back
Get back to where you once belonged
Get back, Loretta
You might also like[​​Interlude: Paul McCartney]
Hoo
Go home

[Chorus: Paul McCartney]
Oh, get back, yeah, get back
Get back to where you once belonged
Yeah, get back, get back
Get back to where you once belonged

[Outro: Paul McCartney & John Lennon]
Get back
Ooh
Thanks, Mo
I'd like to say thank you on behalf of the group and ourselves, and I hope we passed the audition5Embed"
Love Me Do,"Love Me Do Lyrics[Verse: Paul McCartney & John Lennon, Paul McCartney]
Love, love me do
You know I love you
I'll always be true
So please, love me do
Woah, love me do

[Verse: Paul McCartney & John Lennon, Paul McCartney]
Love, love me do
You know I love you
I'll always be true
So please, love me do
Woah, love me do
[Bridge: Paul McCartney & John Lennon, Paul McCartney]
Someone to love
Somebody new
Someone to love
Someone like you

[Verse: Paul McCartney & John Lennon, Paul McCartney]
Love, love me do
You know I love you
I'll always be true
So please, love me do
Woah, love me do

[Harmonica Solo: John Lennon]

[Verse: Paul McCartney & John Lennon, Paul McCartney]
Love, love me do
You know I love you
I'll always be true
So please, love me do
Woah, love me do
Yeah, love me do

[Outro: Paul McCartney]
Woah, oh, love me do
Yeah, love me do
Why don't you love me do?You might also like13Embed"
From Me to You,"From Me to You Lyrics[Intro: John Lennon & Paul McCartney]
Da da da da da dum dum da
Da da da da da dum dum da

[Verse 1: John Lennon & Paul McCartney]
If there's anything that you want
If there's anything I can do
Just call on me and I'll send it along
With love, from me to you

[Verse 2: John Lennon & Paul McCartney]
I've got everything that you want
Like a heart that's oh so true
Just call on me and I'll send it along
With love, from me to you
[Bridge: John Lennon & Paul McCartney]
I got arms that long to hold you
And keep you by my side
I got lips that long to kiss you
And keep you satisfied, oooh

[Verse 1: John Lennon & Paul McCartney]
If there's anything that you want
If there's anything I can do
Just call on me and I'll send it along
With love, from me to you

[Solo-Verse: John Lennon & Paul McCartney]
From me, to you
Just call on me and I'll send it along
With love, from me to you

[Bridge: John Lennon & Paul McCartney]
I got arms that long to hold you
And keep you by my side
I got lips that long to kiss you
And keep you satisfied, oooh

[Verse 1: John Lennon & Paul McCartney]
If there's anything that you want
If there's anything I can do
Just call on me and I'll send it along
With love, from me to you
You might also like[Outro: John Lennon & Paul McCartney]
To you, to you, to you1Embed"
Thank You Girl,"Thank You Girl Lyrics[Verse 1]
Oh, oh, oh you've been good to me
You made me glad
When I was blue
And eternally I'll always be
In love with you
And all I gotta do
Is thank you girl, thank you girl

[Verse 2]
I could tell the world
A thing or two about our love
I know little girl
Only a fool would doubt our love
And all I gotta do
Is thank you girl, thank you girl
[Bridge]
Thank you girl for loving me
The way that you do (Way that you do)
That's the kind of love
That is too good to be true
And all I gotta do
Is thank you girl, thank you girl

[Verse 1]
Oh, oh, you've been good to me
You made me glad
When I was blue
And eternally I'll always be
In love with you
And all I gotta do
Is thank you girl, thank you girl

[Outro]
Oh, oh, oh
Oh, oh, oh
Oh, ohYou might also likeEmbed"
She Loves You,"She Loves You Lyrics[Chorus: Paul McCartney & John Lennon]
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah, yeah

[Verse 1: Paul McCartney & John Lennon]
You think you've lost your love
Well, I saw her yesterday
It's you she's thinking of
And she told me what to say
[Refrain: Paul McCartney & John Lennon]
She says she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad

[Verse 2: Paul McCartney & John Lennon]
She said you hurt her so
She almost lost her mind
But now she said she knows
You're not the hurting kind

[Refrain: Paul McCartney & John Lennon]
She says she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad, ooh

[Chorus: Paul McCartney & John Lennon]
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
With a love like that
You know you should be glad

[Verse 3: Paul McCartney & John Lennon]
You know it's up to you
I think it's only fair
Pride can hurt you, too
Apologise to her
You might also like[Refrain: Paul McCartney & John Lennon]
Because she loves you
And you know that can't be bad
She loves you
And you know you should be glad, ooh

[Chorus: Paul McCartney & John Lennon]
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
With a love like that
You know you should be glad

[Outro: Paul McCartney & John Lennon]
With a love like that
You know you should be glad
With a love like that
You know you should be glad
Yeah, yeah, yeah
Yeah, yeah, yeah, yeah17Embed"
I'll Get You,"I’ll Get You Lyrics[Intro]
Oh yeah, oh yeah
Oh yeah, oh yeah

[Verse 1]
Imagine I'm in love with you
It's easy 'cause I know
I've imagined I'm in love with you
Many, many, many times before

[Chorus]
It's not like me to pretend
But I'll get you, I'll get you in the end
Yes I will, I'll get you in the end, oh yeah, oh yeah
[Verse 2]
I think about you night and day
I need you and it's true
When I think about you, I can say
I'm never, never, never, never blue

[Chorus]
So I'm telling you, my friend
That I'll get you, I'll get you in the end
Yes I will, I'll get you in the end, oh yeah, oh yeah

[Bridge]
Well, there's gonna be a time
When I'm gonna change your mind (When I'm gonna make you mine)
So you might as well resign yourself to me, oh yeah

[Verse 1]
Imagine I'm in love with you
It's easy 'cause I know
I've imagined I'm in love with you
Many, many, many times before

[Chorus]
It's not like me to pretend
But I'll get you, I'll get you in the end
Yes I will, I'll get you in the end, oh yeah, oh yeah
Oh yeah, oh yeah
Woah yeahYou might also likeEmbed"
I Want to Hold Your Hand,"I Want to Hold Your Hand Lyrics[Verse 1: Paul McCartney & John Lennon]
Oh, yeah, I'll tell you something
I think you'll understand
When I'll say that something
I wanna hold your hand

[Chorus: Paul McCartney & John Lennon]
I wanna hold your hand
I wanna hold your hand

[Verse 2: Paul McCartney & John Lennon]
Oh, please, say to me
You'll let me be your man
And please, say to me
You'll let me hold your hand
[Chorus: Paul McCartney & John Lennon]
Now let me hold your hand
I wanna hold your hand

[Post-Chorus: Paul McCartney & John Lennon]
And when I touch you
I feel happy inside
It's such a feeling that, my love
I can't hide
I can't hide
I can't hide

[Verse 3: Paul McCartney & John Lennon]
Yeah, you
Got that something
I think you'll understand
When I'll
Say that something
I want to hold your hand

[Chorus: Paul McCartney & John Lennon]
I wanna hold your hand
I wanna hold your hand

[Post-Chorus: Paul McCartney & John Lennon]
And when I touch you
I feel happy inside
It's such a feeling that, my love
I can't hide
I can't hide
I can't hide
You might also like[Verse 4: Paul McCartney & John Lennon]
Yeah, you
Got that something
I think you'll understand
When I'll
Feel that something
I wanna hold your hand

[Chorus: Paul McCartney & John Lennon]
I wanna hold your hand
I wanna hold your hand
I wanna hold your hand14Embed"
This Boy,"This Boy Lyrics[Verse 1: John Lennon and & Paul McCartney]
That boy took my love away
Though he'll regret it someday
But this boy wants you back again

[Verse 2: John Lennon & Paul McCartney]
That boy isn't good for you
Though he may want you too
This boy wants you back again

[Bridge: John Lennon]
Oh, and this boy would be happy
Just to love you, but oh my
That boy won't be happy
Till he's seen you cry
[Verse 3: John Lennon & Paul McCartney]
This boy wouldn't mind the pain
Would always feel the same
If this boy gets you back again

[Outro: John Lennon & Paul McCartney]
This boy
This boy
This boyYou might also like3Embed"
"Komm, gib mir deine Hand","Komm, gib mir deine Hand Lyrics[Chorus 1]
Oh, komm doch, komm zu mir
Du nimmst mir den Verstand
Oh, komm doch, komm zu mir
Komm, gib mir deine Hand
Komm, gib mir deine Hand
Komm, gib mir deine Hand

[Chorus 2]
Oh, du bist so schön
Schön wie ein Diamant
Ich will mit dir gehen
Komm, gib mir deine Hand
Komm, gib mir deine Hand
Komm, gib mir deine Hand
[Chorus 3]
In deinen Armen bin ich glücklich und froh
Das war noch nie bei einer anderen
Einmal so
Einmal so
Einmal so

[Chorus 1]
Oh, komm doch, komm zu mir
Du nimmst mir den Verstand
Oh, komm doch, komm zu mir
Komm, gib mir deine Hand
Komm, gib mir deine Hand
Komm, gib mir deine Hand

[Chorus 3]
In deinen Armen bin ich glücklich und froh
Das war noch nie bei einer anderen
Einmal so
Einmal so
Einmal so

[Chorus 2]
Oh, du bist so schön
Schön wie ein Diamant
Ich will mit dir gehen
Komm, gib mir deine Hand
Komm, gib mir deine Hand
Komm, gib mir deine HandYou might also like4Embed"
Sie Liebt Dich,"Sie Liebt Dich Lyrics[Intro]
Sie liebt dich, yeh, yeh, yeh
Sie liebt dich, yeh, yeh, yeh
Sie liebt dich, yeh, yeh, yeh, yeah

[Verse]
Du glaubst sie liebt nur mich
Gestern had ich sie gesehen
Sie denkt ja nur an dich
Und du solltest zu ihr gehen
Oh, ja sie liebt dich
Schoner kann es garnicht sein
Ja, sie liebt dich
Und da solltest du dich freuen
Du hast ihr weh getan
Sie wusste nicht warum
Du warst nicht schuld daran
Und drehtest dich nicht um
Oh, ja sie liebt dich
Schoner kann es garnicht sein
Ja, sie liebt dich
Und da solltest du dich freuen, woo

[Chorus]
Sie liebt dich, yeh, yeh, yeh
Sie liebt dich, yeh, yeh, yeh
Denn mit dir allein
Kann sie nur glucklich sein

[Verse 2]
Du musst jetzt zu ihr gehen
Entschuldige dich bei ihr
Ja das wird sie verstehen
Und dann verzeit sie dir
Oh, ja sie liebt dich
Schoner kann es garnicht sein
Ja, sie liebt dich
Und da solltest du dich freuen, ooh

[Chorus]
Sie liebt dich, yeh, yeh, yeh
Sie liebt dich, yeh, yeh, yeh
Denn mit dir allein
Kann sie nur glucklich sein
Denn mit dir allein
Kann sie nur glucklich sein
Denn mit dir allein
Kann sie nur glucklich sein
You might also like[Outro]
Yeh, yeh, yeh
Yeh, yeh, yeh, yeah2Embed"
Long Tall Sally,"Long Tall Sally Lyrics[Verse 1]
I'm going to tell Aunt Mary about Uncle John
He says he had the misery it but he got a lot of fun
Oh baby
Yeeeah now baby
Woooooh baby
Some fun tonight

[Verse 2]
I saw Uncle John with long tall Sally
He saw Aunt Mary coming and he ducked back in the alley
Oh baby
Yeeeeah now baby
Woooooh baby
Some fun tonight
[Guitar solo]

[Verse 3]
Well long tall Sally built pretty sweet
She got everything that Uncle John needs
Oh baby
Yeeeah now baby
Woooooh baby
Some fun tonight

[Guitar solo]

[Outro]
Well, we're going to have some fun tonight
Have some fun tonight
Everything's alright
Have some fun tonight
Have some fun, yeah yeah yeah
We're going to have some fun tonight
Have some fun tonight
Everything's alright
Have some fun tonight
Yeah, we'll have some fun, some fun tonightYou might also likeEmbed"
I Call Your Name,"I Call Your Name Lyrics[Verse 1]
I call your name but you're not there
Was I to blame for being unfair
Oh I can't sleep at night
Since you've been gone
I never weep at night
I can't go on

[Bridge]
Don't you know I can't take it
I don't know who can
I'm not going to make it
I'm not that kind of man
[Verse 2]
Oh I can't sleep at night
But just the same
I never weep at night
I call your name
Oh!

[Bridge]
Don't you know I can't take it
I don't know who can
I'm not going to make it
I'm not that kind of man

[Verse 2]
Oh I can't sleep at night
But just the same
I never weep at night
I call your name

[Outro]
I call your name
I call your name
Woo, I call your nameYou might also likeEmbed"
Slow Down,"Slow Down Lyrics[Intro]
Well, come on pretty baby, won't you walk with me?
Come on, pretty baby, won't you talk with me?
Come on pretty baby, give me one more chance
Try to save our romance!

Slow down, baby, now you're moving way too fast
You gotta gimme little lovin', gimme little loving
Ow! If you want our love to last

[Hook]
Well, I used to walk you home, baby, after school
Carry your books home, too
But now you got a boyfriend down the street
Baby what you're trying to do?
You better slow down!
Baby, now you're moving way too fast
You gotta gimme little lovin', gimme little loving
Brrr! If you want our love to last

Ooh!

[Instrumental break]
Ooh!

Well, you know that I love you, tell the world I do
Come on, pretty baby, why can't you be true?
I need your loving, oh so bad
The best little woman I ever had

Slow down!
Baby, now you're moving way too fast
You gotta gimme little lovin', gimme little loving
Awe! If you want our love to last

[Outro]
Woo!You might also like2Embed"
Matchbox,"Matchbox Lyrics{Intro}
I said I'm sittin' here watchin'
Matchbox hole in my clothes
I said I'm sittin' here wonderin'
Matchbox hole in my clothes
I ain't got no matches but I sure
Got a long way to go

I'm an ole poor boy, and I'm a
Long way from home
I'm an ole poor boy, and I'm a
Long way from home
I've never been happy cause everything I
Ever did was wrong
Well, if you don't want my peaches, honey
Please don't shake my tree
If you don't want any of those peaches honey
Please don't mess around my tree
I got news for you baby
Leave me here in misery

Alright!
{Bridge}
Well, let me be your little dog
Till your big dog comes
Let me be your little dog
Till your big dog comes
And when your big dog gets here
Watch how your puppy dog runs

Well, I said I'm sittin' here watchin'
Matchbox hole in my clothes
I said I'm sittin' here watchin'
Matchbox hole in my clothes
I ain't got no matches but I sure
Got a long way to goYou might also likeEmbed"
I Feel Fine,"I Feel Fine Lyrics[Verse 1: John Lennon]
Baby's good to me, you know
She's happy as can be, you know
She said so

[Refrain: John Lennon, Paul McCartney & George Harrison]
I'm in love with her and I feel fine

[Verse 2: John Lennon]
Baby says she's mine, you know
She tells me all the time, you know
She said so
[Refrain: John Lennon, Paul McCartney & George Harrison]
I'm in love with her and I feel fine

[Bridge: John Lennon, Paul McCartney & George Harrison]
I'm so glad that she's my little girl
She's so glad, she's telling all the world

[Verse 3: John Lennon]
That her baby buys her things, you know
He buys her diamond rings, you know
She said so

[Refrain: John Lennon, Paul McCartney & George Harrison]
She's in love with me and I feel fine, mmm

[Guitar Solo: George Harrison]

[Verse 4: John Lennon]
Baby says she's mine, you know
She tells me all the time, you know
She said so

[Refrain: John Lennon, Paul McCartney & George Harrison]
I'm in love with her and I feel fine

[Bridge: John Lennon, Paul McCartney & George Harrison]
I'm so glad that she's my little girl
She's so glad, she's telling all the world
You might also like[Verse 5: John Lennon]
That her baby buys her things, you know
He buys her diamond rings, you know
She said so

[Refrain: John Lennon, Paul McCartney & George Harrison]
She's in love with me and I feel fine
She's in love with me and I feel fine, mmm1Embed"
She's a Woman,"She’s a Woman Lyrics[Verse 1]
My love don't give me presents
I know that she's no peasant
Only ever has to give me
Love forever and forever
My love don't give me presents
Turn me on when I get lonely
People tell me that she's only
Fooling, I know she isn't

[Verse 2]
She don't give the boys the eye
She hates to see me cry
She is happy just to hear me
Say that I will never leave her
She don't give boys the eye
She will never make me jealous
Gives me all her time as well as
Loving, don't ask me why
[Bridge]
She's a woman who understands
She's a woman who loves her man

[Verse 1]
My love don't give me presents
I know that she's no peasant
Only ever has to give me
Love forever and forever
My love don't give me presents
Turn me on when I get lonely
People tell me that she's only
Fooling, I know she isn't

[Guitar solo]

[Bridge]
She's a woman who understands
She's a woman who loves her man

[Verse 1]
My love don't give me presents
I know that she's no peasant
Only ever has to give me
Love forever and forever
My love don't give me presents
Turn me on when I get lonely
People tell me that she's only
Fooling, I know she isn't
You might also like[Outro]
She's a woman
She's a woman
She's a woman
She's a woman
She's a woman4Embed"
Bad Boy,"Bad Boy Lyrics[Intro]
A bad little kid moved into my neighborhood
He won't do nothing right, just sitting down and looks so good
He don't want to go to school and learn to read and write
Just sits around the house and plays the rock and roll music all night
Well, he put some tacks on teacher's chair
Puts chewing gum in little girl's hair
Now, junior, behave yourself
Buy every rock and roll book on the magazine stand
Every dime that he gets (oh) is lost to the jukebox man
Well he worries his teacher till at night she's ready to poop
From rocking and a-rolling to spinning in a hula hoop
Well this rock and roll has got to stop
Junior's head is hard as rock
Now, junior, behave yourself
Ooh!

[Bridge]

Ooh!

Gonna tell your mama you better do what she said
Get to the barber shop and get that hair cut off your head
Shoot the canary and you fed it to the neighbor's cat
You gave the cocker spaniel a bath in mother's laundromat
Well, in mama's head it's got to stop
Junior's head is hard as rock
Now, junior, behave yourself

[Outro]
We all miss you; You miss them?
Yeah!
The Beatles miss you; all the Beatles missed you
Now, junior, behave yourselfYou might also like1Embed"
Yes It Is,"Yes It Is Lyrics[Verse 1]
If you wear red tonight
Remember what I said tonight
For red is the color that my baby wore
And what's more, it's true
Yes it is

[Verse 2]
Scarlet were the clothes she wore
Everybody knows I'm sure
I would remember all the things we planned
Understand, it's true
Yes it is, it's true
Yes it is
[Bridge]
I could be happy with you by my side
If I could forget her, but it's my pride
Yes it is, yes it is
Oh, yes it is, yeah

[Verse 3]
""Please don't wear red tonight""
This is what I said tonight
For red is the color that will make me blue
In spite of you, it's true
Yes it is, it's true
Yes it is

[Bridge]
I could be happy with you by my side
If I could forget her, but it's my pride
Yes it is, yes it is
Oh, yes it is, yeah

[Verse 3]
""Please don't wear red tonight""
This is what I said tonight
For red is the color that will make me blue
In spite of you, it's true
Yes it is, it's true
Yes it is, it's trueYou might also like2Embed"
I'm Down,"I’m Down Lyrics[Verse 1]
You tell lies thinkin' I can't see
You can't cry 'cause you're laughing at me

[Chorus]
I'm down (I'm really down)
I'm down (Down on the ground)
I'm down (I'm really down)
How can you laugh when you know I'm down?
(How can you laugh?) When you know I'm down?
[Verse 2]
Man buys ring, woman throws it away
Same old thing happen every day

[Chorus]
I'm down (I'm really down)
I'm down (Down on the ground)
I'm down (I'm really down)
How can you laugh when you know I'm down?
(How can you laugh?) When you know I'm down?

[Guitar solo]

[Verse 3]
We're all alone and there nobody else
You still moan, ""Keep your hands to yourself!""

[Chorus]
I'm down (I'm really down)
Oh baby, I'm down (Down on the ground)
I'm down (I'm really down)
How can you laugh when you know I'm down?
(How can you laugh?) When you know I'm down?
Wow! Baby, I'm down

[Chorus]
Oh baby, you know I'm down (I'm really down)
Oh yes, I'm down (I'm really down)
I'm down on the ground (I'm really down)
Ah, down (I'm really down)
Oh baby I'm upside down, a yeah yeah yeah yeah yeah
You might also likeI'm down (I'm really down)
Oh baby, I'm down (I'm really down)
I'm feeling upside down (I'm really down)
Ooh, I'm down (I'm really down)
Baby, I'm down yeah
Oh baby, I'm down, yeah
Baby, I'm down (I'm really down)
Well baby, I'm down (I'm really down)
Well, baby baby baby (I'm really down)
Oh baby, I'm down
I'm down, down, down, down, down, down1Embed"
Day Tripper,"Day Tripper Lyrics[Verse 1: Paul McCartney & John Lennon]
Got a good reason
For taking the easy way out
Got a good reason
For taking the easy way out, now

[Chorus: Paul McCartney & John Lennon]
She was a day tripper
A one way ticket, yeah
It took me so long
To find out, and I found out
[Verse 2: Paul McCartney & John Lennon]
She's a big teaser
She took me half the way there
She's a big teaser
She took me half the way there, now

[Chorus: Paul McCartney & John Lennon]
She was a day tripper
A one way ticket, yeah
It took me so long
To find out, and I found out

[Guitar Solo: John Lennon]

[Verse 3: Paul McCartney & John Lennon]
Tried to please her
She only played one night stands
Tried to please her
She only played one night stands, now

[Chorus: Paul McCartney & John Lennon]
She was a day tripper
A Sunday driver, yeah
It took me so long
To find out, and I found out
You might also like[Outro: Paul McCartney & John Lennon]
Day tripper
Day tripper, yeah
Day tripper
Day tripper, yeah
Day tripper5Embed"
We Can Work It Out,"We Can Work It Out Lyrics[Verse 1: Paul McCartney]
Try to see it my way
Do I have to keep on talking till I can't go on?
While you see it your way
Run the risk of knowing that our love may soon be gone

[Chorus: Paul McCartney]
We can work it out
We can work it out

[Verse 2: Paul McCartney]
Think of what you're saying
You can get it wrong and still you think that it's alright
Think of what I'm saying
We can work it out and get it straight or say good night
[Chorus: Paul McCartney]
We can work it out
We can work it out

[Bridge: Paul McCartney & John Lennon]
Life is very short and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime
So I will ask you once again

[Verse 3: Paul McCartney]
Try to see it my way
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we might fall apart before too long

[Chorus: Paul McCartney]
We can work it out
We can work it out

[Bridge: Paul McCartney & John Lennon]
Life is very short and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime
So I will ask you once again
You might also like[Verse 4: Paul McCartney]
Try to see it my way
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we might fall apart before too long

[Chorus: Paul McCartney]
We can work it out
We can work it out13Embed"
Paperback Writer,"Paperback Writer Lyrics[Intro: Paul McCartney, John Lennon & George Harrison]
Paperback writer (Paperback writer, paperback writer)

[Verse 1: Paul McCartney, McCartney, Lennon & Harrison]
Dear Sir or Madam, will you read my book?
It took me years to write, will you take a look?
It's based on a novel by a man named Lear
And I need a job, so I want to be a paperback writer
Paperback writer

[Verse 2: Paul McCartney, McCartney, Lennon & Harrison]
It's a dirty story of a dirty man
And his clinging wife doesn't understand
His son is working for the Daily Mail
It's a steady job, but he wants to be a paperback writer
Paperback writer
[Chorus: Paul McCartney, John Lennon & George Harrison]
Paperback writer (Paperback writer, paperback writer)

[Verse 3: Paul McCartney, (Lennon & Harrison), McCartney & Lennon & Harrison]
It's a thousand pages, give or take a few (Frère)
I'll be writing more in a week or two (Jacques)
I could make it longer if you like the style (Frère)
I can change it around and I want to be a paperback writer (Jacques)
Paperback writer

[Verse 4: Paul McCartney, (Lennon & Harrison), McCartney & Lennon  & Harrison]
If you really like it, you can have the rights (Frère)
It could make a million for you overnight (Jacques)
If you must return it, you can send it here (Frère)
But I need a break, and I want to be a paperback writer (Jacques)
Paperback writer

[Chorus: Paul McCartney, John Lennon & George Harrison]
Paperback writer (Paperback writer, paperback writer)

[Outro: Paul McCartney, John Lennon & George Harrison]
Paperback writer, paperback writer
Paperback writer, paperback writer
Paperback writer, paperback writer
Paperback writer, paperback writerYou might also like9Embed"
Rain,"Rain Lyrics[Verse 1]
If the rain comes
They run and hide their heads
They might as well be dead
If the rain comes
If the rain comes

[Verse 2]
When the sun shines
They slip into the shade
(When the sun shines down) And sip their lemonade
(When the sun shines down) When the sun shines
When the sun shines (Sun shines)
[Chorus]
Rain
I don't mind
Shine
The weather's fine

[Verse 3]
I can show you
That when it starts to rain
(When the rain comes down) Everything's the same
(When the rain comes down) I can show you
I can show you (Show you)

[Chorus]
Rain
I don't mind
Shine
The weather's fine

[Verse 4]
Can you hear me
That when it rains and shines
(When it rains and shines) It's just a state of mind
(When it rains and shines) Can you hear me
Can you hear me (Hear me)
You might also like[Outro]
Sdaeh rieht edih dna nur yeht semoc niar eht fI
(Rain)
NiaR
(Rain)
NiaR, enihsnuS6Embed"
Lady Madonna,"Lady Madonna Lyrics[Intro: Instrumental]

[Verse 1: Paul McCartney]
Lady Madonna, children at your feet
Wonder how you manage to make ends meet
Who finds the money when you pay the rent?
Did you think that money was heaven sent?

[Bridge 1: Paul McCartney]
Friday night arrives without a suitcase
Sunday morning creeping like a nun
Monday's child has learned to tie his bootlace
See how they run
[Verse 2: Paul McCartney]
Lady Madonna, baby at your breast
Wonders how you manage to feed the rest

[Bridge 2: Paul McCartney, John Lennon & George Harrison]
[Tenor Saxophone Solo: Ronnie Scott]
See how they run

[Verse 3: Paul McCartney]
Lady Madonna, lying on the bed
Listen to the music playing in your head

[Bridge 3: Paul McCartney]
Tuesday afternoon is never ending
Wednesday morning papers didn't come
Thursday night your stockings needed mending
See how they run

[Verse 4: Paul McCartney]
Lady Madonna, children at your feet
Wonder how you manage to make ends meet

[Outro: Instrumental]You might also like11Embed"
The Inner Light,"The Inner Light Lyrics[Verse]
Without going out of my door
I can know all things on Earth
Without looking out of my window
I could know the ways of Heaven
The farther one travels
The less one knows
The less one really knows

[Verse]
Without going out of your door
You can know all things on Earth
Without looking out of your window
You could know the ways of Heaven
The farther one travels
The less one knows
The less one really knows
[Outro]
Arrive without travelling
See all without looking
Do all without doingYou might also likeEmbed"
